compound,feat_1,feat_11,feat_24,feat_29,label,,,,,,,,,,label
Fe0.5Mo0.5O9,34,5.5,13.14,50,1.12,,508896.5331,2798930.932,1.21475E-05,,,,,0.003662131,0.94
Fe0.5Mo0.5O10,34,5.5,14.6,50,1.12,,2191287.876,12052083.32,2.82109E-06,,,,,0.003677933,0.79
Fe0.5Mo0.5O7,34,5.5,10.22,50,1.12,,27446.66648,150956.6657,0.00022523,,,,,0.003677933,0.79
Cr0.8V3.2O9,92.8,12.8,13.14,50,1.12,,508896.5331,6513875.624,1.42465E-05,,,,,0.003677933,0.79
Cr0.8V3.2O7,92.8,12.8,10.22,50,1.12,,27446.66648,351317.331,0.000264149,,,,,0.003677933,0.81
Cr0.8V3.2O5,92.8,12.8,7.3,50,1.12,,1480.299928,18947.83907,0.004897656,,,,,0.003677933,1
Ni0.2Re0.8N,65.6,5.6,0.07,50,1.12,,1.072508181,6.006045815,10.9223276,,,,,0.003677933,1.04
Cr0.5W0.5O,49,4,1.46,50,1.12,,4.305959528,17.22383811,2.844894365,,,,,0.003677933,1.04
Fe0.1Co0.9O7,26.9,6.9,10.22,50,1.12,,27446.66648,189381.9987,0.000142041,,,,,0.003677933,1.15
Fe0.1Co0.9O8,26.9,6.9,11.68,50,1.12,,118184.2351,815471.222,3.29871E-05,,,,,0.003677933,1.15
Fe0.1Co0.9O6,26.9,6.9,8.76,50,1.12,,6374.111578,43981.36989,0.000611623,,,,,0.003677933,1.15
Fe0.1Co0.9O9,26.9,6.9,13.14,50,1.12,,508896.5331,3511386.078,7.66079E-06,,,,,0.003677933,1.16
Fe0.1Co0.9O10,26.9,6.9,14.6,50,1.12,,2191287.876,15119886.34,1.77911E-06,,,,,0.003677933,1.16
Fe0.1Co0.9O5,26.9,6.9,7.3,50,1.12,,1480.299928,10214.0695,0.002633622,,,,,0.003677933,1.17
Fe0.1Co0.9S2,26.9,6.9,4.14,50,1.12,,62.80282145,433.339468,0.062076044,,,,,0.003677933,1.21
Fe0.1Co0.9O2,26.9,6.9,2.92,50,1.12,,18.54128746,127.9348835,0.210263216,,,,,0.003677933,1.21
Cr0.5W0.5S2,49,4,4.14,50,1.12,,62.80282145,251.2112858,0.195054931,,,,,0.003677933,1.23
Fe0.5Zn0.5O2,28,8,2.92,50,1.12,,18.54128746,148.3302997,0.188767906,,,,,0.003677933,1.24
Mn0.5W0.5N,49.5,4.5,0.07,50,1.12,,1.072508181,4.826286816,10.25633202,,,,,0.003677933,1.25
Ni0.1Rh0.9O10,43.3,8,14.6,50,1.12,,2191287.876,17530303,2.47001E-06,,,,,0.003677933,1.26
Ni0.1Rh0.9O8,43.3,8,11.68,50,1.12,,118184.2351,945473.8805,4.57971E-05,,,,,0.003677933,1.26
Ni0.1Rh0.9O7,43.3,8,10.22,50,1.12,,27446.66648,219573.3319,0.000197201,,,,,0.003693919,1.07
Ni0.1Rh0.9O6,43.3,8,8.76,50,1.12,,6374.111578,50992.89262,0.000849138,,,,,0.003693919,0.96
Ni0.1Rh0.9O5,43.3,8,7.3,50,1.12,,1480.299928,11842.39942,0.003656354,,,,,0.003694085,0.94
Ni0.1Rh0.9O9,43.3,8,13.14,50,1.12,,508896.5331,4071172.265,1.06358E-05,,,,,0.003694085,0.94
Cr0.5Zn0.5O2,27,7,2.92,50,1.12,,18.54128746,129.7890122,0.208029937,,,,,0.003694085,1.12
Co0.5Ce0.5O,42.5,4,1.46,50,1.12,,4.305959528,17.22383811,2.467510419,,,,,0.003694085,1.24
Fe0.5La0.5O,41.5,3.5,1.46,50,1.12,,4.305959528,15.07085835,2.753658686,,,,,0.003706399,1.18
Fe0.5Ce0.5O,42,3.5,1.46,50,1.12,,4.305959528,15.07085835,2.786835297,,,,,0.003706399,0.77
Mn0.5Ce0.5O,41.5,3,1.46,50,1.12,,4.305959528,12.91787859,3.2126018,,,,,0.003732785,0.94
Co0.5La0.5O,42,4,1.46,50,1.12,,4.305959528,17.22383811,2.438480885,,,,,0.003732785,1.12
Fe0.2W0.8O4,64.4,4.4,5.84,50,1.12,,343.7793407,1512.629099,0.042574878,,,,,0.003732785,1.24
Mn0.2W0.8O4,64.2,4.2,5.84,50,1.12,,343.7793407,1443.873231,0.044463737,,,,,0.003732785,0.94
CdO7,48,10,10.22,50,1.12,,27446.66648,274466.6648,0.000174885,,,,,0.00374285,0.94
CdO4,48,10,5.84,50,1.12,,343.7793407,3437.793407,0.013962445,,,,,0.00374285,1.14
CdO5,48,10,7.3,50,1.12,,1480.299928,14802.99928,0.003242586,,,,,0.00374285,1.24
CdO10,48,10,14.6,50,1.12,,2191287.876,21912878.76,2.19049E-06,,,,,0.00374285,0.94
CdO9,48,10,13.14,50,1.12,,508896.5331,5088965.331,9.43217E-06,,,,,0.00374617,1.17
CdO8,48,10,11.68,50,1.12,,118184.2351,1181842.351,4.06146E-05,,,,,0.00374617,0.84
CdO6,48,10,8.76,50,1.12,,6374.111578,63741.11578,0.000753046,,,,,0.00374617,0.95
Fe0.5Nb0.5N,33.5,5,0.07,50,1.12,,1.072508181,5.362540906,6.247038593,,,,,0.00374617,1
Ni0.5V0.5O,25.5,5.5,1.46,50,1.12,,4.305959528,23.68277741,1.076731819,,,,,0.00374617,1.01
Mn0.5Sc0.5S2,23,3,4.14,50,1.12,,62.80282145,188.4084643,0.122075195,,,,,0.00374617,1.23
Mn0.5Sc0.5O9,23,3,13.14,50,1.12,,508896.5331,1526689.599,1.50653E-05,,,,,0.00374617,1.24
Mn0.5Sc0.5O8,23,3,11.68,50,1.12,,118184.2351,354552.7052,6.48705E-05,,,,,0.00374617,1.17
Mn0.5Sc0.5O7,23,3,10.22,50,1.12,,27446.66648,82339.99945,0.00027933,,,,,0.003772489,0.94
Mn0.5Sc0.5O6,23,3,8.76,50,1.12,,6374.111578,19122.33473,0.001202782,,,,,0.003772489,0.94
Mn0.5Sc0.5O10,23,3,14.6,50,1.12,,2191287.876,6573863.627,3.4987E-06,,,,,0.003772489,1.13
Mn0.5Sc0.5O5,23,3,7.3,50,1.12,,1480.299928,4440.899783,0.005179131,,,,,0.003772489,1.24
Mn0.5Sc0.5O4,23,3,5.84,50,1.12,,343.7793407,1031.338022,0.022301127,,,,,0.003777299,1.06
Fe0.2Rh0.8O4,41.2,7.6,5.84,50,1.12,,343.7793407,2612.722989,0.015768989,,,,,0.003777299,0.72
Fe0.2Re0.8O,65.2,5.2,1.46,50,1.12,,4.305959528,22.39098955,2.911885599,,,,,0.003799906,0.94
Co0.1Re0.9O,70.2,5.2,1.46,50,1.12,,4.305959528,22.39098955,3.135189709,,,,,0.003799906,0.94
CoO3,27,7,4.38,50,1.12,,79.83803341,558.8662338,0.048312098,,,,,0.003799906,1.13
Fe0.2Os0.8N,66,6,0.07,50,1.12,,1.072508181,6.435049088,10.25633202,,,,,0.003799906,1.29
Co0.5Os0.5N,51.5,6.5,0.07,50,1.12,,1.072508181,6.971303178,7.387427958,,,,,0.003813239,0.94
Ni0.5Mo0.5O3,35,6.5,4.38,50,1.12,,79.83803341,518.9472171,0.067444239,,,,,0.003813239,0.94
Mn0.5Ti0.5O3,23.5,3.5,4.38,50,1.12,,79.83803341,279.4331169,0.084098836,,,,,0.003813239,1.16
Mn0.5Ti0.5O2,23.5,3.5,2.92,50,1.12,,18.54128746,64.89450611,0.362126186,,,,,0.003813239,1.24
Co0.8Sc3.2O7,88.8,8.8,10.22,50,1.12,,27446.66648,241530.6651,0.000367655,,,,,0.003817525,1.11
Co0.8Sc3.2O5,88.8,8.8,7.3,50,1.12,,1480.299928,13026.63936,0.0068168,,,,,0.003817525,0.77
Co0.8Sc3.2O9,88.8,8.8,13.14,50,1.12,,508896.5331,4478289.491,1.9829E-05,,,,,0.00381758,1
Co0.2Ir0.8S2,67,7,4.14,50,1.12,,62.80282145,439.6197501,0.152404436,,,,,0.00381758,1
Co0.5Ir0.5S2,52,7,4.14,50,1.12,,62.80282145,439.6197501,0.11828404,,,,,0.00381758,1.17
Co0.5Zr0.5O7,33.5,4.5,10.22,50,1.12,,27446.66648,123509.9992,0.000271233,,,,,0.00381758,1.23
Co0.5Zr0.5O8,33.5,4.5,11.68,50,1.12,,118184.2351,531829.0578,6.29902E-05,,,,,0.003828053,0.94
Co0.5Zr0.5S2,33.5,4.5,4.14,50,1.12,,62.80282145,282.6126965,0.118536783,,,,,0.003828053,0.94
Co0.5Zr0.5O10,33.5,4.5,14.6,50,1.12,,2191287.876,9860795.44,3.39729E-06,,,,,0.003828053,0.94
Co0.5Zr0.5O4,33.5,4.5,5.84,50,1.12,,343.7793407,1547.007033,0.021654717,,,,,0.003828053,1.16
Co0.5Zr0.5O5,33.5,4.5,7.3,50,1.12,,1480.299928,6661.349674,0.005029011,,,,,0.003828053,1.24
Co0.5Zr0.5O9,33.5,4.5,13.14,50,1.12,,508896.5331,2290034.399,1.46286E-05,,,,,0.003828053,1.24
Co0.5Zr0.5O6,33.5,4.5,8.76,50,1.12,,6374.111578,28683.5021,0.001167919,,,,,0.003828053,1.37
Mn0.5Re0.5O6,50,5,8.76,50,1.12,,6374.111578,31870.55789,0.001568846,,,,,0.003828053,0.94
Mn0.5Re0.5O7,50,5,10.22,50,1.12,,27446.66648,137233.3324,0.000364343,,,,,0.003884348,0.75
Mn0.5Re0.5O8,50,5,11.68,50,1.12,,118184.2351,590921.1753,8.46137E-05,,,,,0.003884348,0.82
Mn0.5Re0.5O9,50,5,13.14,50,1.12,,508896.5331,2544482.665,1.96504E-05,,,,,0.003884348,0.87
Mn0.5Re0.5O10,50,5,14.6,50,1.12,,2191287.876,10956439.38,4.56353E-06,,,,,0.003884348,0.94
Mn0.5Re0.5O5,50,5,7.3,50,1.12,,1480.299928,7401.499638,0.006755388,,,,,0.003884348,0.94
Mn0.5Re0.5O4,50,5,5.84,50,1.12,,343.7793407,1718.896703,0.029088426,,,,,0.003884348,0.94
IrO3,77,7,4.38,50,1.12,,79.83803341,558.8662338,0.137778945,,,,,0.003884348,1.01
Ni0.1Ir0.9O4,72.1,7.1,5.84,50,1.12,,343.7793407,2440.833319,0.029539092,,,,,0.003884348,1.02
IrO4,77,7,5.84,50,1.12,,343.7793407,2406.455385,0.031997269,,,,,0.003884348,1.03
Ni0.2Ir0.8O4,67.2,7.2,5.84,50,1.12,,343.7793407,2475.211253,0.027149198,,,,,0.003884348,1.03
Co0.1Ir0.9O4,72,7,5.84,50,1.12,,343.7793407,2406.455385,0.029919524,,,,,0.003884348,1.21
Co0.1Ir0.9O3,72,7,4.38,50,1.12,,79.83803341,558.8662338,0.12883226,,,,,0.003884348,1.23
Ni0.2Ir0.8O3,67.2,7.2,4.38,50,1.12,,79.83803341,574.8338405,0.116903347,,,,,0.003884348,1.24
Ni0.1Ir0.9O3,72.1,7.1,4.38,50,1.12,,79.83803341,566.8500372,0.127194135,,,,,0.003884348,1.24
Ni0.1Mn0.9S2,25.3,5.3,4.14,50,1.12,,62.80282145,332.8549537,0.076009084,,,,,0.003884348,1.34
Ni0.1Mn0.9O4,25.3,5.3,5.84,50,1.12,,343.7793407,1822.030506,0.013885607,,,,,0.003884348,1.34
Ni0.1Mn0.9O10,25.3,5.3,14.6,50,1.12,,2191287.876,11613825.74,2.17844E-06,,,,,0.00389239,1.17
Ni0.1Mn0.9O9,25.3,5.3,13.14,50,1.12,,508896.5331,2697151.625,9.38027E-06,,,,,0.00389239,1.17
Ni0.1Mn0.9O6,25.3,5.3,8.76,50,1.12,,6374.111578,33782.79136,0.000748902,,,,,0.00389239,0.81
Ni0.1Mn0.9O5,25.3,5.3,7.3,50,1.12,,1480.299928,7845.589616,0.003224742,,,,,0.00389239,1
Ni0.1Mn0.9O8,25.3,5.3,11.68,50,1.12,,118184.2351,626376.4459,4.0391E-05,,,,,0.00389239,1
Ni0.1Mn0.9O7,25.3,5.3,10.22,50,1.12,,27446.66648,145467.3324,0.000173922,,,,,0.00389239,1.03
MnCrN,49,9,0.07,50,1.12,,1.072508181,9.652573631,5.076366353,,,,,0.00389239,1.23
CrMnN,49,9,0.07,50,1.12,,1.072508181,9.652573631,5.076366353,,,,,0.00389239,1.26
ScO2,21,1,2.92,50,1.12,,18.54128746,18.54128746,1.132607433,,,,,0.003918125,0.94
Fe0.2Sc0.8O3,22,2,4.38,50,1.12,,79.83803341,159.6760668,0.137778945,,,,,0.003918125,0.94
ScO3,21,1,4.38,50,1.12,,79.83803341,79.83803341,0.263032531,,,,,0.003918125,1.24
Fe0.1Sc0.9O2,21.5,1.5,2.92,50,1.12,,18.54128746,27.81193119,0.773049518,,,,,0.003918125,1.24
Mn0.1Sc0.9O2,21.4,1.4,2.92,50,1.12,,18.54128746,25.95780244,0.824414934,,,,,0.003943033,0.8
Fe0.2Sc0.8O2,22,2,2.92,50,1.12,,18.54128746,37.08257492,0.59327056,,,,,0.003943033,1.18
Fe0.1Sc0.9O3,21.5,1.5,4.38,50,1.12,,79.83803341,119.7570501,0.17953014,,,,,0.00397085,1.17
Mn0.2Sc0.8O2,21.8,1.8,2.92,50,1.12,,18.54128746,33.37431743,0.65319688,,,,,0.00397085,0.89
Mn0.2Sc0.8O3,21.8,1.8,4.38,50,1.12,,79.83803341,143.7084601,0.15169601,,,,,0.00397085,1.03
Mn0.1Sc0.9O3,21.4,1.4,4.38,50,1.12,,79.83803341,111.7732468,0.191459053,,,,,0.00397085,1.26
Cr2.0Sc2.0O7,90,10,10.22,50,1.12,,27446.66648,274466.6648,0.000327909,,,,,0.003984869,0.77
Cr0.4V3.6O5,92.4,12.4,7.3,50,1.12,,1480.299928,18355.7191,0.005033853,,,,,0.003984869,1.07
V4O9,92,12,13.14,50,1.12,,508896.5331,6106758.397,1.50653E-05,,,,,0.004013495,1.01
V4O7,92,12,10.22,50,1.12,,27446.66648,329359.9978,0.00027933,,,,,0.004013495,0.94
V4O5,92,12,7.3,50,1.12,,1480.299928,17763.59913,0.005179131,,,,,0.004013495,1.24
Cr0.4V3.6O7,92.4,12.4,10.22,50,1.12,,27446.66648,340338.6644,0.000271494,,,,,0.004013495,1.46
Cr0.4V3.6O9,92.4,12.4,13.14,50,1.12,,508896.5331,6310317.01,1.46427E-05,,,,,0.004015703,0.94
Cr2.0Ti2.0O9,92,12,13.14,50,1.12,,508896.5331,6106758.397,1.50653E-05,,,,,0.004015703,1.01
Cr2.0Ti2.0O7,92,12,10.22,50,1.12,,27446.66648,329359.9978,0.00027933,,,,,0.004015703,1.15
Cr2.0Sc2.0O5,90,10,7.3,50,1.12,,1480.299928,14802.99928,0.006079849,,,,,0.004015703,1.19
Cr2.0Ti2.0O5,92,12,7.3,50,1.12,,1480.299928,17763.59913,0.005179131,,,,,0.004034203,0.94
Mn0.4V3.6O5,92.8,12.8,7.3,50,1.12,,1480.299928,18947.83907,0.004897656,,,,,0.004034203,0.94
Mn0.4V3.6O7,92.8,12.8,10.22,50,1.12,,27446.66648,351317.331,0.000264149,,,,,0.004034203,1.24
Cr2.0Sc2.0O9,90,10,13.14,50,1.12,,508896.5331,5088965.331,1.76853E-05,,,,,0.004034203,1.41
Mn0.4V3.6O9,92.8,12.8,13.14,50,1.12,,508896.5331,6513875.624,1.42465E-05,,,,,0.004047623,0.76
Co0.1Cd0.9N,45.9,9.7,0.07,50,1.12,,1.072508181,10.40332936,4.412049107,,,,,0.004047623,1.07
Ni0.1Cd0.9N,46,9.8,0.07,50,1.12,,1.072508181,10.51058018,4.37654242,,,,,0.004053233,0.74
CoO10,27,7,14.6,50,1.12,,2191287.876,15339015.13,1.76022E-06,,,,,0.004053233,0.81
CoO9,27,7,13.14,50,1.12,,508896.5331,3562275.732,7.57942E-06,,,,,0.004053233,0.91
CoO8,27,7,11.68,50,1.12,,118184.2351,827289.6455,3.26367E-05,,,,,0.004053233,1
CoO7,27,7,10.22,50,1.12,,27446.66648,192126.6654,0.000140532,,,,,0.004053233,1
CoO6,27,7,8.76,50,1.12,,6374.111578,44618.78105,0.000605126,,,,,0.004053233,1
CoO5,27,7,7.3,50,1.12,,1480.299928,10362.09949,0.00260565,,,,,0.004053233,1.07
CoS2,27,7,4.14,50,1.12,,62.80282145,439.6197501,0.061416713,,,,,0.004053233,1.09
CoO2,27,7,2.92,50,1.12,,18.54128746,129.7890122,0.208029937,,,,,0.004053233,1.13
Co0.5Zr0.5O,33.5,4.5,1.46,50,1.12,,4.305959528,19.37681788,1.728870045,,,,,0.004053233,1.15
Fe0.1Co0.9O4,26.9,6.9,5.84,50,1.12,,343.7793407,2372.077451,0.011340271,,,,,0.004053233,1.15
Mn0.6Ni2.4N2,82.2,22.2,0.14,50,1.12,,1.150273799,25.53607833,3.218975088,,,,,0.004053233,1.17
Cr0.6Ni2.4N2,81.6,21.6,0.14,50,1.12,,1.150273799,24.84591406,3.284242223,,,,,0.004053233,1.17
Ni0.2Rh0.8S2,41.6,8,4.14,50,1.12,,62.80282145,502.4225716,0.082798828,,,,,0.004053233,1.19
Fe0.2Ag0.8S2,42.8,9.2,4.14,50,1.12,,62.80282145,577.7859573,0.074075874,,,,,0.004053233,1.23
Co0.2Ag0.8S2,43,9.4,4.14,50,1.12,,62.80282145,590.3465216,0.072838576,,,,,0.004053233,1.24
Ni0.2Ag0.8S2,43.2,9.6,4.14,50,1.12,,62.80282145,602.9070859,0.071652832,,,,,0.004053233,1.25
Ni0.5Mo0.5O2,35,6.5,2.92,50,1.12,,18.54128746,120.5183685,0.290412162,,,,,0.004053233,1.26
Co0.5Cd0.5O,37.5,8.5,1.46,50,1.12,,4.305959528,36.60065599,1.0245718,,,,,0.004053233,1.27
Fe0.5Zn0.5S2,28,8,4.14,50,1.12,,62.80282145,502.4225716,0.05572998,,,,,0.004053233,1.35
Fe0.5Zn0.5O6,28,8,8.76,50,1.12,,6374.111578,50992.89262,0.000549096,,,,,0.004079,1.06
Fe0.5Zn0.5O4,28,8,5.84,50,1.12,,343.7793407,2750.234725,0.010180949,,,,,0.004079,0.7
Fe0.5Zn0.5O10,28,8,14.6,50,1.12,,2191287.876,17530303,1.59723E-06,,,,,0.004079,0.7
Fe0.5Zn0.5O7,28,8,10.22,50,1.12,,27446.66648,219573.3319,0.00012752,,,,,0.004079,1.06
Fe0.5Zn0.5O9,28,8,13.14,50,1.12,,508896.5331,4071172.265,6.87763E-06,,,,,0.004082184,0.94
Fe0.5Zn0.5O5,28,8,7.3,50,1.12,,1480.299928,11842.39942,0.002364386,,,,,0.004082184,1.24
Fe0.5Zn0.5O8,28,8,11.68,50,1.12,,118184.2351,945473.8805,2.96148E-05,,,,,0.004082184,1.41
Ni0.2Co0.8N,27.2,7.2,0.07,50,1.12,,1.072508181,7.722058905,3.522376653,,,,,0.004082184,0.94
Fe0.2Rh0.8O7,41.2,7.6,10.22,50,1.12,,27446.66648,208594.6653,0.000197512,,,,,0.004114645,1.01
Fe0.2Rh0.8O5,41.2,7.6,7.3,50,1.12,,1480.299928,11250.27945,0.003662131,,,,,0.004114645,0.94
Fe0.2Rh0.8O8,41.2,7.6,11.68,50,1.12,,118184.2351,898200.1865,4.58695E-05,,,,,0.004114645,1.32
Fe0.2Rh0.8O6,41.2,7.6,8.76,50,1.12,,6374.111578,48443.24799,0.00085048,,,,,0.004114645,1.4
Fe0.2Rh0.8O9,41.2,7.6,13.14,50,1.12,,508896.5331,3867613.651,1.06526E-05,,,,,0.004131556,0.94
Fe0.2Rh0.8O10,41.2,7.6,14.6,50,1.12,,2191287.876,16653787.85,2.47391E-06,,,,,0.004131556,0.94
Cr0.5Os0.5O3,50,5,4.38,50,1.12,,79.83803341,399.190167,0.125253586,,,,,0.004131556,1.24
Fe0.5Ag0.5O3,36.5,8,4.38,50,1.12,,79.83803341,638.7042672,0.057146949,,,,,0.004131556,1.4
Co0.5Cu0.5O3,28,8.5,4.38,50,1.12,,79.83803341,678.6232839,0.041260005,,,,,0.004176058,0.75
Ni0.4Ti3.6O7,90.4,10.4,10.22,50,1.12,,27446.66648,285445.3314,0.000316698,,,,,0.004176058,0.94
Ni0.4Ti3.6O9,90.4,10.4,13.14,50,1.12,,508896.5331,5292523.944,1.70807E-05,,,,,0.004176058,0.94
Ni0.4Ti3.6O5,90.4,10.4,7.3,50,1.12,,1480.299928,15395.11925,0.005871991,,,,,0.004176058,1.12
Cr0.5Zn0.5O4,27,7,5.84,50,1.13,,343.7793407,2406.455385,0.011219822,,,,,0.004176058,1.24
Cr0.5Zn0.5O7,27,7,10.22,50,1.13,,27446.66648,192126.6654,0.000140532,,,,,0.004176058,1.24
Cr0.5Zn0.5O6,27,7,8.76,50,1.13,,6374.111578,44618.78105,0.000605126,,,,,0.004176058,1.24
Cr0.5Zn0.5O5,27,7,7.3,50,1.13,,1480.299928,10362.09949,0.00260565,,,,,0.004176058,1.28
Cr0.5Zn0.5O10,27,7,14.6,50,1.13,,2191287.876,15339015.13,1.76022E-06,,,,,0.004176058,1.38
Cr0.5Zn0.5S2,27,7,4.14,50,1.13,,62.80282145,439.6197501,0.061416713,,,,,0.004176058,0.8
Cr0.5Zn0.5O8,27,7,11.68,50,1.13,,118184.2351,827289.6455,3.26367E-05,,,,,0.004176058,0.9
Cr0.5Zn0.5O9,27,7,13.14,50,1.13,,508896.5331,3562275.732,7.57942E-06,,,,,0.004176058,1.03
Mn0.2Rh0.8O3,41,7.4,4.38,50,1.13,,79.83803341,590.8014472,0.069397257,,,,,0.00418238,0.94
Fe0.1Ta0.9O2,68.3,3.3,2.92,50,1.13,,18.54128746,61.18624862,1.116263892,,,,,0.00418238,0.94
Co0.2Ta0.8O2,63.8,3.8,2.92,50,1.13,,18.54128746,70.45689235,0.905518224,,,,,0.00418238,1.3
Fe0.2Ta0.8O2,63.6,3.6,2.92,50,1.13,,18.54128746,66.74863486,0.952828476,,,,,0.00418238,1.4
TaO2,73,3,2.92,50,1.13,,18.54128746,55.62386238,1.312386391,,,,,0.004212183,0.97
Co0.1Ta0.9O2,68.4,3.4,2.92,50,1.13,,18.54128746,63.04037736,1.085018886,,,,,0.004212183,1.01
Ni0.1Ta0.9O2,68.5,3.5,2.92,50,1.13,,18.54128746,64.89450611,1.055559309,,,,,0.004212183,0.94
Fe0.1Mn0.9O3,25.1,5.1,4.38,50,1.13,,79.83803341,407.1739704,0.061644412,,,,,0.004212183,0.94
Fe0.1Mn0.9O2,25.1,5.1,2.92,50,1.13,,18.54128746,94.56056604,0.265438343,,,,,0.004212183,1.15
Fe0.1Cu0.9O3,28.7,9.6,4.38,50,1.13,,79.83803341,766.4451207,0.037445603,,,,,0.004212183,1.15
Mn0.2Cu0.8O3,28.2,9,4.38,50,1.13,,79.83803341,718.5423006,0.039246124,,,,,0.004212183,1.19
Mn0.1Cu0.9O3,28.6,9.5,4.38,50,1.13,,79.83803341,758.4613173,0.037707922,,,,,0.004212183,1.31
CuO3,29,10,4.38,50,1.13,,79.83803341,798.3803341,0.03632354,,,,,0.004213472,0.87
CuO4,29,10,5.84,50,1.13,,343.7793407,3437.793407,0.008435644,,,,,0.004213472,1.18
Co0.5Ag0.5O3,37,8.5,4.38,50,1.13,,79.83803341,678.6232839,0.054522149,,,,,0.004222117,0.94
Ni0.5Cu0.5O4,28.5,9,5.84,50,1.13,,343.7793407,3094.014066,0.009211335,,,,,0.004222117,1.22
Co0.1Cu0.9O3,28.8,9.7,4.38,50,1.13,,79.83803341,774.428924,0.037188694,,,,,0.004222117,1.24
Co0.5Ag0.5O4,37,8.5,5.84,50,1.13,,343.7793407,2922.124396,0.012662021,,,,,0.004222117,1.01
Mn0.1Cu0.9O4,28.6,9.5,5.84,50,1.13,,343.7793407,3265.903736,0.008757147,,,,,0.004231006,0.83
Fe0.2Cu0.8O4,28.4,9.2,5.84,50,1.13,,343.7793407,3162.769934,0.008979471,,,,,0.004231006,1.15
Co0.2Cu0.8O3,28.6,9.4,4.38,50,1.13,,79.83803341,750.477514,0.03810907,,,,,0.004231006,1.32
Ni0.2Cu0.8O4,28.8,9.6,5.84,50,1.13,,343.7793407,3300.28167,0.008726528,,,,,0.004231006,1.17
Ni0.2Cu0.8O3,28.8,9.6,4.38,50,1.13,,79.83803341,766.4451207,0.037576076,,,,,0.004234721,0.94
Co0.2Cu0.8O4,28.6,9.4,5.84,50,1.13,,343.7793407,3231.525802,0.008850308,,,,,0.004234721,0.94
Ni0.1Cu0.9O3,28.9,9.8,4.38,50,1.13,,79.83803341,782.4127274,0.036937027,,,,,0.004234721,1.24
Ni0.1Cu0.9O4,28.9,9.8,5.84,50,1.13,,343.7793407,3369.037539,0.008578118,,,,,0.004234721,1.41
Co0.1Cu0.9O4,28.8,9.7,5.84,50,1.13,,343.7793407,3334.659604,0.008636564,,,,,0.004235884,0.7
Mn0.2Cu0.8O4,28.2,9,5.84,50,1.13,,343.7793407,3094.014066,0.009114374,,,,,0.004235884,1.06
Fe0.2Cu0.8O3,28.4,9.2,4.38,50,1.13,,79.83803341,734.5099073,0.038665237,,,,,0.004246244,0.94
Fe0.1Cu0.9O4,28.7,9.6,5.84,50,1.13,,343.7793407,3300.28167,0.008696227,,,,,0.004246244,0.94
Ni0.5Cu0.5O3,28.5,9,4.38,50,1.13,,79.83803341,718.5423006,0.039663636,,,,,0.004246244,1.24
Mn0.2Re0.8O3,65,5,4.38,50,1.13,,79.83803341,399.190167,0.162829662,,,,,0.004246244,1.41
Mn0.1Re0.9O3,70,5,4.38,50,1.13,,79.83803341,399.190167,0.175355021,,,,,0.004405843,1.06
Cr0.1Re0.9O3,69.9,4.9,4.38,50,1.13,,79.83803341,391.2063637,0.178678075,,,,,0.004405843,0.7
Cr0.5Cd0.5N,36,7,0.07,50,1.13,,1.072508181,7.507557269,4.795168217,,,,,0.004410201,0.87
Cr0.5Nb0.5O,32.5,4,1.46,50,1.13,,4.305959528,17.22383811,1.886919732,,,,,0.004410201,1.06
Fe0.5Rh0.5O,35.5,7,1.46,50,1.13,,4.305959528,30.1417167,1.177769679,,,,,0.004428532,0.83
Fe0.1Co0.9O,26.9,6.9,1.46,50,1.13,,4.305959528,29.71112075,0.905384897,,,,,0.004428532,1.15
Co1.5Sc1.5O8,72,12,11.68,50,1.13,,118184.2351,1418210.821,5.07682E-05,,,,,0.004428532,1.34
Co1.5Sc1.5O10,72,12,14.6,50,1.13,,2191287.876,26295454.51,2.73812E-06,,,,,0.004428532,1.15
Co1.5Sc1.5O5,72,12,7.3,50,1.13,,1480.299928,17763.59913,0.004053233,,,,,0.004433223,0.94
Co1.5Sc1.5O7,72,12,10.22,50,1.13,,27446.66648,329359.9978,0.000218606,,,,,0.004433223,0.94
Ni0.1Mn0.9N,25.3,5.3,0.07,50,1.13,,1.072508181,5.684293361,4.450861065,,,,,0.004433223,0.94
Cr0.4Sc3.6O9,85.2,5.2,13.14,50,1.13,,508896.5331,2646261.972,3.21964E-05,,,,,0.004433223,0.97
Cr0.4Sc3.6O7,85.2,5.2,10.22,50,1.13,,27446.66648,142722.6657,0.000596962,,,,,0.004433223,1.15
Cr0.4Sc3.6O5,85.2,5.2,7.3,50,1.13,,1480.299928,7697.559623,0.011068443,,,,,0.004433223,1.15
Cr0.8Sc3.2O7,86.4,6.4,10.22,50,1.13,,27446.66648,175658.6655,0.000491863,,,,,0.004433223,1.17
Cr0.8Sc3.2O5,86.4,6.4,7.3,50,1.13,,1480.299928,9473.919537,0.009119773,,,,,0.004433223,1.32
Cr0.8Sc3.2O9,86.4,6.4,13.14,50,1.13,,508896.5331,3256937.812,2.6528E-05,,,,,0.004479927,0.87
Co0.5Cu0.5O2,28,8.5,2.92,50,1.13,,18.54128746,157.6009434,0.177663911,,,,,0.004479927,1.06
Fe0.5Ag0.5O2,36.5,8,2.92,50,1.13,,18.54128746,148.3302997,0.246072448,,,,,0.004525518,1.18
