,compound
1368,Co0.2Sc1.8O7
1369,Co0.4Sc1.6O7
1370,CoScO7
1371,Co0.2Sc1.8O9
1372,Co0.4Sc1.6O9
1373,CoScO9
1374,Co0.3Sc2.7O4
1375,Co0.6Sc2.4O4
1376,Co1.5Sc1.5O4
1377,Co0.3Sc2.7O5
1378,Co0.6Sc2.4O5
1379,Co1.5Sc1.5O5
1380,Co0.3Sc2.7O7
1381,Co0.6Sc2.4O7
1382,Co1.5Sc1.5O7
1383,Co0.3Sc2.7O8
1384,Co0.6Sc2.4O8
1385,Co1.5Sc1.5O8
1386,Co0.3Sc2.7O10
1387,Co0.6Sc2.4O10
1388,Co1.5Sc1.5O10
1389,Co0.4Sc3.6O5
1390,Co0.8Sc3.2O5
1391,Co2.0Sc2.0O5
1392,Co0.4Sc3.6O7
1393,Co0.8Sc3.2O7
1394,Co2.0Sc2.0O7
1395,Co0.4Sc3.6O9
1396,Co0.8Sc3.2O9
1397,Co2.0Sc2.0O9
1398,Co0.5Sc4.5O6
1399,CoSc4.0O6
1400,Co2.5Sc2.5O6
1401,Co0.5Sc4.5O7
1402,CoSc4.0O7
1403,Co2.5Sc2.5O7
1404,Co0.5Sc4.5O8
1405,CoSc4.0O8
1406,Co2.5Sc2.5O8
1407,Co0.5Sc4.5O9
1408,CoSc4.0O9
1409,Co2.5Sc2.5O9
1410,Co0.6Sc5.4O7
1411,Co1.2Sc4.8O7
1412,Co3.0Sc3.0O7
1413,Co0.7Sc6.3O8
1414,Co1.4Sc5.6O8
1415,Co3.5Sc3.5O8
1416,Co0.7Sc6.3O9
1417,Co1.4Sc5.6O9
1418,Co3.5Sc3.5O9
1419,Co0.7Sc6.3O10
1420,Co1.4Sc5.6O10
1421,Co3.5Sc3.5O10
1422,Co0.8Sc7.2O9
1423,Co1.6Sc6.4O9
1424,Co4.0Sc4.0O9
1425,Co0.9Sc8.1O10
1426,Co1.8Sc7.2O10
1427,Co4.5Sc4.5O10
1428,Ni0.1Sc0.9O
1429,Ni0.2Sc0.8O
1430,Ni0.5Sc0.5O
1431,Ni0.1Sc0.9O2
1432,Ni0.2Sc0.8O2
1433,Ni0.5Sc0.5O2
1434,Ni0.1Sc0.9O3
1435,Ni0.2Sc0.8O3
1436,Ni0.5Sc0.5O3
1437,Ni0.1Sc0.9O4
1438,Ni0.2Sc0.8O4
1439,Ni0.5Sc0.5O4
1440,Ni0.1Sc0.9O5
1441,Ni0.2Sc0.8O5
1442,Ni0.5Sc0.5O5
1443,Ni0.1Sc0.9O6
1444,Ni0.2Sc0.8O6
1445,Ni0.5Sc0.5O6
1446,Ni0.1Sc0.9O7
1447,Ni0.2Sc0.8O7
1448,Ni0.5Sc0.5O7
1449,Ni0.1Sc0.9O8
1450,Ni0.2Sc0.8O8
1451,Ni0.5Sc0.5O8
1452,Ni0.1Sc0.9O9
1453,Ni0.2Sc0.8O9
1454,Ni0.5Sc0.5O9
1455,Ni0.1Sc0.9O10
1456,Ni0.2Sc0.8O10
1457,Ni0.5Sc0.5O10
1458,Ni0.2Sc1.8O3
1459,Ni0.4Sc1.6O3
1460,NiScO3
1461,Ni0.2Sc1.8O5
1462,Ni0.4Sc1.6O5
1463,NiScO5
1464,Ni0.2Sc1.8O7
1465,Ni0.4Sc1.6O7
1466,NiScO7
1467,Ni0.2Sc1.8O9
1468,Ni0.4Sc1.6O9
1469,NiScO9
1470,Ni0.3Sc2.7O4
1471,Ni0.6Sc2.4O4
1472,Ni1.5Sc1.5O4
1473,Ni0.3Sc2.7O5
1474,Ni0.6Sc2.4O5
1475,Ni1.5Sc1.5O5
1476,Ni0.3Sc2.7O7
1477,Ni0.6Sc2.4O7
1478,Ni1.5Sc1.5O7
1479,Ni0.3Sc2.7O8
1480,Ni0.6Sc2.4O8
1481,Ni1.5Sc1.5O8
1482,Ni0.3Sc2.7O10
1483,Ni0.6Sc2.4O10
1484,Ni1.5Sc1.5O10
1485,Ni0.4Sc3.6O5
1486,Ni0.8Sc3.2O5
1487,Ni2.0Sc2.0O5
1488,Ni0.4Sc3.6O7
1489,Ni0.8Sc3.2O7
1490,Ni2.0Sc2.0O7
1491,Ni0.4Sc3.6O9
1492,Ni0.8Sc3.2O9
1493,Ni2.0Sc2.0O9
1494,Ni0.5Sc4.5O6
1495,NiSc4.0O6
1496,Ni2.5Sc2.5O6
1497,Ni0.5Sc4.5O7
1498,NiSc4.0O7
1499,Ni2.5Sc2.5O7
1500,Ni0.5Sc4.5O8
1501,NiSc4.0O8
1502,Ni2.5Sc2.5O8
1503,Ni0.5Sc4.5O9
1504,NiSc4.0O9
1505,Ni2.5Sc2.5O9
1506,Ni0.6Sc5.4O7
1507,Ni1.2Sc4.8O7
1508,Ni3.0Sc3.0O7
1509,Ni0.7Sc6.3O8
1510,Ni1.4Sc5.6O8
1511,Ni3.5Sc3.5O8
1512,Ni0.7Sc6.3O9
1513,Ni1.4Sc5.6O9
1514,Ni3.5Sc3.5O9
1515,Ni0.7Sc6.3O10
1516,Ni1.4Sc5.6O10
1517,Ni3.5Sc3.5O10
1518,Ni0.8Sc7.2O9
1519,Ni1.6Sc6.4O9
1520,Ni4.0Sc4.0O9
1521,Ni0.9Sc8.1O10
1522,Ni1.8Sc7.2O10
1523,Ni4.5Sc4.5O10
1524,Cr0.1Ti0.9O
1525,Cr0.2Ti0.8O
1526,Cr0.5Ti0.5O
1527,Cr0.1Ti0.9O2
1528,Cr0.2Ti0.8O2
1529,Cr0.5Ti0.5O2
1530,Cr0.1Ti0.9O3
1531,Cr0.2Ti0.8O3
1532,Cr0.5Ti0.5O3
1533,Cr0.1Ti0.9O4
1534,Cr0.2Ti0.8O4
1535,Cr0.5Ti0.5O4
1536,Cr0.1Ti0.9O5
1537,Cr0.2Ti0.8O5
1538,Cr0.5Ti0.5O5
1539,Cr0.1Ti0.9O6
1540,Cr0.2Ti0.8O6
1541,Cr0.5Ti0.5O6
1542,Cr0.1Ti0.9O7
1543,Cr0.2Ti0.8O7
1544,Cr0.5Ti0.5O7
1545,Cr0.1Ti0.9O8
1546,Cr0.2Ti0.8O8
1547,Cr0.5Ti0.5O8
1548,Cr0.1Ti0.9O9
1549,Cr0.2Ti0.8O9
1550,Cr0.5Ti0.5O9
1551,Cr0.1Ti0.9O10
1552,Cr0.2Ti0.8O10
1553,Cr0.5Ti0.5O10
1554,Cr0.2Ti1.8O3
1555,Cr0.4Ti1.6O3
1556,CrTiO3
1557,Cr0.2Ti1.8O5
1558,Cr0.4Ti1.6O5
1559,CrTiO5
1560,Cr0.2Ti1.8O7
1561,Cr0.4Ti1.6O7
1562,CrTiO7
1563,Cr0.2Ti1.8O9
1564,Cr0.4Ti1.6O9
1565,CrTiO9
1566,Cr0.3Ti2.7O4
1567,Cr0.6Ti2.4O4
1568,Cr1.5Ti1.5O4
1569,Cr0.3Ti2.7O5
1570,Cr0.6Ti2.4O5
1571,Cr1.5Ti1.5O5
1572,Cr0.3Ti2.7O7
1573,Cr0.6Ti2.4O7
1574,Cr1.5Ti1.5O7
1575,Cr0.3Ti2.7O8
1576,Cr0.6Ti2.4O8
1577,Cr1.5Ti1.5O8
1578,Cr0.3Ti2.7O10
1579,Cr0.6Ti2.4O10
1580,Cr1.5Ti1.5O10
1581,Cr0.4Ti3.6O5
1582,Cr0.8Ti3.2O5
1583,Cr2.0Ti2.0O5
1584,Cr0.4Ti3.6O7
1585,Cr0.8Ti3.2O7
1586,Cr2.0Ti2.0O7
1587,Cr0.4Ti3.6O9
1588,Cr0.8Ti3.2O9
1589,Cr2.0Ti2.0O9
1590,Cr0.5Ti4.5O6
1591,CrTi4.0O6
1592,Cr2.5Ti2.5O6
1593,Cr0.5Ti4.5O7
1594,CrTi4.0O7
1595,Cr2.5Ti2.5O7
1596,Cr0.5Ti4.5O8
1597,CrTi4.0O8
1598,Cr2.5Ti2.5O8
1599,Cr0.5Ti4.5O9
1600,CrTi4.0O9
1601,Cr2.5Ti2.5O9
1602,Cr0.6Ti5.4O7
1603,Cr1.2Ti4.8O7
1604,Cr3.0Ti3.0O7
1605,Cr0.7Ti6.3O8
1606,Cr1.4Ti5.6O8
1607,Cr3.5Ti3.5O8
1608,Cr0.7Ti6.3O9
1609,Cr1.4Ti5.6O9
1610,Cr3.5Ti3.5O9
1611,Cr0.7Ti6.3O10
1612,Cr1.4Ti5.6O10
1613,Cr3.5Ti3.5O10
1614,Cr0.8Ti7.2O9
1615,Cr1.6Ti6.4O9
1616,Cr4.0Ti4.0O9
1617,Cr0.9Ti8.1O10
1618,Cr1.8Ti7.2O10
1619,Cr4.5Ti4.5O10
1620,Mn0.1Ti0.9O
1621,Mn0.2Ti0.8O
1622,Mn0.5Ti0.5O
1623,Mn0.1Ti0.9O2
1624,Mn0.2Ti0.8O2
1625,Mn0.5Ti0.5O2
1626,Mn0.1Ti0.9O3
1627,Mn0.2Ti0.8O3
1628,Mn0.5Ti0.5O3
1629,Mn0.1Ti0.9O4
1630,Mn0.2Ti0.8O4
1631,Mn0.5Ti0.5O4
1632,Mn0.1Ti0.9O5
1633,Mn0.2Ti0.8O5
1634,Mn0.5Ti0.5O5
1635,Mn0.1Ti0.9O6
1636,Mn0.2Ti0.8O6
1637,Mn0.5Ti0.5O6
1638,Mn0.1Ti0.9O7
1639,Mn0.2Ti0.8O7
1640,Mn0.5Ti0.5O7
1641,Mn0.1Ti0.9O8
1642,Mn0.2Ti0.8O8
1643,Mn0.5Ti0.5O8
1644,Mn0.1Ti0.9O9
1645,Mn0.2Ti0.8O9
1646,Mn0.5Ti0.5O9
1647,Mn0.1Ti0.9O10
1648,Mn0.2Ti0.8O10
1649,Mn0.5Ti0.5O10
1650,Mn0.2Ti1.8O3
1651,Mn0.4Ti1.6O3
1652,MnTiO3
1653,Mn0.2Ti1.8O5
1654,Mn0.4Ti1.6O5
1655,MnTiO5
1656,Mn0.2Ti1.8O7
1657,Mn0.4Ti1.6O7
1658,MnTiO7
1659,Mn0.2Ti1.8O9
1660,Mn0.4Ti1.6O9
1661,MnTiO9
1662,Mn0.3Ti2.7O4
1663,Mn0.6Ti2.4O4
1664,Mn1.5Ti1.5O4
1665,Mn0.3Ti2.7O5
1666,Mn0.6Ti2.4O5
1667,Mn1.5Ti1.5O5
1668,Mn0.3Ti2.7O7
1669,Mn0.6Ti2.4O7
1670,Mn1.5Ti1.5O7
1671,Mn0.3Ti2.7O8
1672,Mn0.6Ti2.4O8
1673,Mn1.5Ti1.5O8
1674,Mn0.3Ti2.7O10
1675,Mn0.6Ti2.4O10
1676,Mn1.5Ti1.5O10
1677,Mn0.4Ti3.6O5
1678,Mn0.8Ti3.2O5
1679,Mn2.0Ti2.0O5
1680,Mn0.4Ti3.6O7
1681,Mn0.8Ti3.2O7
1682,Mn2.0Ti2.0O7
1683,Mn0.4Ti3.6O9
1684,Mn0.8Ti3.2O9
1685,Mn2.0Ti2.0O9
1686,Mn0.5Ti4.5O6
1687,MnTi4.0O6
1688,Mn2.5Ti2.5O6
1689,Mn0.5Ti4.5O7
1690,MnTi4.0O7
1691,Mn2.5Ti2.5O7
1692,Mn0.5Ti4.5O8
1693,MnTi4.0O8
1694,Mn2.5Ti2.5O8
1695,Mn0.5Ti4.5O9
1696,MnTi4.0O9
1697,Mn2.5Ti2.5O9
1698,Mn0.6Ti5.4O7
1699,Mn1.2Ti4.8O7
1700,Mn3.0Ti3.0O7
1701,Mn0.7Ti6.3O8
1702,Mn1.4Ti5.6O8
1703,Mn3.5Ti3.5O8
1704,Mn0.7Ti6.3O9
1705,Mn1.4Ti5.6O9
1706,Mn3.5Ti3.5O9
1707,Mn0.7Ti6.3O10
1708,Mn1.4Ti5.6O10
1709,Mn3.5Ti3.5O10
1710,Mn0.8Ti7.2O9
1711,Mn1.6Ti6.4O9
1712,Mn4.0Ti4.0O9
1713,Mn0.9Ti8.1O10
1714,Mn1.8Ti7.2O10
1715,Mn4.5Ti4.5O10
1716,Fe0.1Ti0.9O
1717,Fe0.2Ti0.8O
1718,Fe0.5Ti0.5O
1719,Fe0.1Ti0.9O2
1720,Fe0.2Ti0.8O2
1721,Fe0.5Ti0.5O2
1722,Fe0.1Ti0.9O3
1723,Fe0.2Ti0.8O3
1724,Fe0.5Ti0.5O3
1725,Fe0.1Ti0.9O4
1726,Fe0.2Ti0.8O4
1727,Fe0.5Ti0.5O4
1728,Fe0.1Ti0.9O5
1729,Fe0.2Ti0.8O5
1730,Fe0.5Ti0.5O5
1731,Fe0.1Ti0.9O6
1732,Fe0.2Ti0.8O6
1733,Fe0.5Ti0.5O6
1734,Fe0.1Ti0.9O7
1735,Fe0.2Ti0.8O7
1736,Fe0.5Ti0.5O7
1737,Fe0.1Ti0.9O8
1738,Fe0.2Ti0.8O8
1739,Fe0.5Ti0.5O8
1740,Fe0.1Ti0.9O9
1741,Fe0.2Ti0.8O9
1742,Fe0.5Ti0.5O9
1743,Fe0.1Ti0.9O10
1744,Fe0.2Ti0.8O10
1745,Fe0.5Ti0.5O10
1746,Fe0.2Ti1.8O3
1747,Fe0.4Ti1.6O3
1748,FeTiO3
1749,Fe0.2Ti1.8O5
1750,Fe0.4Ti1.6O5
1751,FeTiO5
1752,Fe0.2Ti1.8O7
1753,Fe0.4Ti1.6O7
1754,FeTiO7
1755,Fe0.2Ti1.8O9
1756,Fe0.4Ti1.6O9
1757,FeTiO9
1758,Fe0.3Ti2.7O4
1759,Fe0.6Ti2.4O4
1760,Fe1.5Ti1.5O4
1761,Fe0.3Ti2.7O5
1762,Fe0.6Ti2.4O5
1763,Fe1.5Ti1.5O5
1764,Fe0.3Ti2.7O7
1765,Fe0.6Ti2.4O7
1766,Fe1.5Ti1.5O7
1767,Fe0.3Ti2.7O8
1768,Fe0.6Ti2.4O8
1769,Fe1.5Ti1.5O8
1770,Fe0.3Ti2.7O10
1771,Fe0.6Ti2.4O10
1772,Fe1.5Ti1.5O10
1773,Fe0.4Ti3.6O5
1774,Fe0.8Ti3.2O5
1775,Fe2.0Ti2.0O5
1776,Fe0.4Ti3.6O7
1777,Fe0.8Ti3.2O7
1778,Fe2.0Ti2.0O7
1779,Fe0.4Ti3.6O9
1780,Fe0.8Ti3.2O9
1781,Fe2.0Ti2.0O9
1782,Fe0.5Ti4.5O6
1783,FeTi4.0O6
1784,Fe2.5Ti2.5O6
1785,Fe0.5Ti4.5O7
1786,FeTi4.0O7
1787,Fe2.5Ti2.5O7
1788,Fe0.5Ti4.5O8
1789,FeTi4.0O8
1790,Fe2.5Ti2.5O8
1791,Fe0.5Ti4.5O9
1792,FeTi4.0O9
1793,Fe2.5Ti2.5O9
1794,Fe0.6Ti5.4O7
1795,Fe1.2Ti4.8O7
1796,Fe3.0Ti3.0O7
1797,Fe0.7Ti6.3O8
1798,Fe1.4Ti5.6O8
1799,Fe3.5Ti3.5O8
1800,Fe0.7Ti6.3O9
1801,Fe1.4Ti5.6O9
1802,Fe3.5Ti3.5O9
1803,Fe0.7Ti6.3O10
1804,Fe1.4Ti5.6O10
1805,Fe3.5Ti3.5O10
1806,Fe0.8Ti7.2O9
1807,Fe1.6Ti6.4O9
1808,Fe4.0Ti4.0O9
1809,Fe0.9Ti8.1O10
1810,Fe1.8Ti7.2O10
1811,Fe4.5Ti4.5O10
1812,Co0.1Ti0.9O
1813,Co0.2Ti0.8O
1814,Co0.5Ti0.5O
1815,Co0.1Ti0.9O2
1816,Co0.2Ti0.8O2
1817,Co0.5Ti0.5O2
1818,Co0.1Ti0.9O3
1819,Co0.2Ti0.8O3
1820,Co0.5Ti0.5O3
1821,Co0.1Ti0.9O4
1822,Co0.2Ti0.8O4
1823,Co0.5Ti0.5O4
1824,Co0.1Ti0.9O5
1825,Co0.2Ti0.8O5
1826,Co0.5Ti0.5O5
1827,Co0.1Ti0.9O6
1828,Co0.2Ti0.8O6
1829,Co0.5Ti0.5O6
1830,Co0.1Ti0.9O7
1831,Co0.2Ti0.8O7
1832,Co0.5Ti0.5O7
1833,Co0.1Ti0.9O8
1834,Co0.2Ti0.8O8
1835,Co0.5Ti0.5O8
1836,Co0.1Ti0.9O9
1837,Co0.2Ti0.8O9
1838,Co0.5Ti0.5O9
1839,Co0.1Ti0.9O10
1840,Co0.2Ti0.8O10
1841,Co0.5Ti0.5O10
1842,Co0.2Ti1.8O3
1843,Co0.4Ti1.6O3
1844,CoTiO3
1845,Co0.2Ti1.8O5
1846,Co0.4Ti1.6O5
1847,CoTiO5
1848,Co0.2Ti1.8O7
1849,Co0.4Ti1.6O7
1850,CoTiO7
1851,Co0.2Ti1.8O9
1852,Co0.4Ti1.6O9
1853,CoTiO9
1854,Co0.3Ti2.7O4
1855,Co0.6Ti2.4O4
1856,Co1.5Ti1.5O4
1857,Co0.3Ti2.7O5
1858,Co0.6Ti2.4O5
1859,Co1.5Ti1.5O5
1860,Co0.3Ti2.7O7
1861,Co0.6Ti2.4O7
1862,Co1.5Ti1.5O7
1863,Co0.3Ti2.7O8
1864,Co0.6Ti2.4O8
1865,Co1.5Ti1.5O8
1866,Co0.3Ti2.7O10
1867,Co0.6Ti2.4O10
1868,Co1.5Ti1.5O10
1869,Co0.4Ti3.6O5
1870,Co0.8Ti3.2O5
1871,Co2.0Ti2.0O5
1872,Co0.4Ti3.6O7
1873,Co0.8Ti3.2O7
1874,Co2.0Ti2.0O7
1875,Co0.4Ti3.6O9
1876,Co0.8Ti3.2O9
1877,Co2.0Ti2.0O9
1878,Co0.5Ti4.5O6
1879,CoTi4.0O6
1880,Co2.5Ti2.5O6
1881,Co0.5Ti4.5O7
1882,CoTi4.0O7
1883,Co2.5Ti2.5O7
1884,Co0.5Ti4.5O8
1885,CoTi4.0O8
1886,Co2.5Ti2.5O8
1887,Co0.5Ti4.5O9
1888,CoTi4.0O9
1889,Co2.5Ti2.5O9
1890,Co0.6Ti5.4O7
1891,Co1.2Ti4.8O7
1892,Co3.0Ti3.0O7
1893,Co0.7Ti6.3O8
1894,Co1.4Ti5.6O8
1895,Co3.5Ti3.5O8
1896,Co0.7Ti6.3O9
1897,Co1.4Ti5.6O9
1898,Co3.5Ti3.5O9
1899,Co0.7Ti6.3O10
1900,Co1.4Ti5.6O10
1901,Co3.5Ti3.5O10
1902,Co0.8Ti7.2O9
1903,Co1.6Ti6.4O9
1904,Co4.0Ti4.0O9
1905,Co0.9Ti8.1O10
1906,Co1.8Ti7.2O10
1907,Co4.5Ti4.5O10
1908,Ni0.1Ti0.9O
1909,Ni0.2Ti0.8O
1910,Ni0.5Ti0.5O
1911,Ni0.1Ti0.9O2
1912,Ni0.2Ti0.8O2
1913,Ni0.5Ti0.5O2
1914,Ni0.1Ti0.9O3
1915,Ni0.2Ti0.8O3
1916,Ni0.5Ti0.5O3
1917,Ni0.1Ti0.9O4
1918,Ni0.2Ti0.8O4
1919,Ni0.5Ti0.5O4
1920,Ni0.1Ti0.9O5
1921,Ni0.2Ti0.8O5
1922,Ni0.5Ti0.5O5
1923,Ni0.1Ti0.9O6
1924,Ni0.2Ti0.8O6
1925,Ni0.5Ti0.5O6
1926,Ni0.1Ti0.9O7
1927,Ni0.2Ti0.8O7
1928,Ni0.5Ti0.5O7
1929,Ni0.1Ti0.9O8
1930,Ni0.2Ti0.8O8
1931,Ni0.5Ti0.5O8
1932,Ni0.1Ti0.9O9
1933,Ni0.2Ti0.8O9
1934,Ni0.5Ti0.5O9
1935,Ni0.1Ti0.9O10
1936,Ni0.2Ti0.8O10
1937,Ni0.5Ti0.5O10
1938,Ni0.2Ti1.8O3
1939,Ni0.4Ti1.6O3
1940,NiTiO3
1941,Ni0.2Ti1.8O5
1942,Ni0.4Ti1.6O5
1943,NiTiO5
1944,Ni0.2Ti1.8O7
1945,Ni0.4Ti1.6O7
1946,NiTiO7
1947,Ni0.2Ti1.8O9
1948,Ni0.4Ti1.6O9
1949,NiTiO9
1950,Ni0.3Ti2.7O4
1951,Ni0.6Ti2.4O4
1952,Ni1.5Ti1.5O4
1953,Ni0.3Ti2.7O5
1954,Ni0.6Ti2.4O5
1955,Ni1.5Ti1.5O5
1956,Ni0.3Ti2.7O7
1957,Ni0.6Ti2.4O7
1958,Ni1.5Ti1.5O7
1959,Ni0.3Ti2.7O8
1960,Ni0.6Ti2.4O8
1961,Ni1.5Ti1.5O8
1962,Ni0.3Ti2.7O10
1963,Ni0.6Ti2.4O10
1964,Ni1.5Ti1.5O10
1965,Ni0.4Ti3.6O5
1966,Ni0.8Ti3.2O5
1967,Ni2.0Ti2.0O5
1968,Ni0.4Ti3.6O7
1969,Ni0.8Ti3.2O7
1970,Ni2.0Ti2.0O7
1971,Ni0.4Ti3.6O9
1972,Ni0.8Ti3.2O9
1973,Ni2.0Ti2.0O9
1974,Ni0.5Ti4.5O6
1975,NiTi4.0O6
1976,Ni2.5Ti2.5O6
1977,Ni0.5Ti4.5O7
1978,NiTi4.0O7
1979,Ni2.5Ti2.5O7
1980,Ni0.5Ti4.5O8
1981,NiTi4.0O8
1982,Ni2.5Ti2.5O8
1983,Ni0.5Ti4.5O9
1984,NiTi4.0O9
1985,Ni2.5Ti2.5O9
1986,Ni0.6Ti5.4O7
1987,Ni1.2Ti4.8O7
1988,Ni3.0Ti3.0O7
1989,Ni0.7Ti6.3O8
1990,Ni1.4Ti5.6O8
1991,Ni3.5Ti3.5O8
1992,Ni0.7Ti6.3O9
1993,Ni1.4Ti5.6O9
1994,Ni3.5Ti3.5O9
1995,Ni0.7Ti6.3O10
1996,Ni1.4Ti5.6O10
1997,Ni3.5Ti3.5O10
1998,Ni0.8Ti7.2O9
1999,Ni1.6Ti6.4O9
2000,Ni4.0Ti4.0O9
2001,Ni0.9Ti8.1O10
2002,Ni1.8Ti7.2O10
2003,Ni4.5Ti4.5O10
2004,Cr0.1V0.9O
2005,Cr0.2V0.8O
2006,Cr0.5V0.5O
2007,Cr0.1V0.9O2
2008,Cr0.2V0.8O2
2009,Cr0.5V0.5O2
2010,Cr0.1V0.9O3
2011,Cr0.2V0.8O3
2012,Cr0.5V0.5O3
2013,Cr0.1V0.9O4
2014,Cr0.2V0.8O4
2015,Cr0.5V0.5O4
2016,Cr0.1V0.9O5
2017,Cr0.2V0.8O5
2018,Cr0.5V0.5O5
2019,Cr0.1V0.9O6
2020,Cr0.2V0.8O6
2021,Cr0.5V0.5O6
2022,Cr0.1V0.9O7
2023,Cr0.2V0.8O7
2024,Cr0.5V0.5O7
2025,Cr0.1V0.9O8
2026,Cr0.2V0.8O8
2027,Cr0.5V0.5O8
2028,Cr0.1V0.9O9
2029,Cr0.2V0.8O9
2030,Cr0.5V0.5O9
2031,Cr0.1V0.9O10
2032,Cr0.2V0.8O10
2033,Cr0.5V0.5O10
2034,Cr0.2V1.8O3
2035,Cr0.4V1.6O3
2036,CrVO3
2037,Cr0.2V1.8O5
2038,Cr0.4V1.6O5
2039,CrVO5
2040,Cr0.2V1.8O7
2041,Cr0.4V1.6O7
2042,CrVO7
2043,Cr0.2V1.8O9
2044,Cr0.4V1.6O9
2045,CrVO9
2046,Cr0.3V2.7O4
2047,Cr0.6V2.4O4
2048,Cr1.5V1.5O4
2049,Cr0.3V2.7O5
2050,Cr0.6V2.4O5
2051,Cr1.5V1.5O5
2052,Cr0.3V2.7O7
2053,Cr0.6V2.4O7
2054,Cr1.5V1.5O7
2055,Cr0.3V2.7O8
2056,Cr0.6V2.4O8
2057,Cr1.5V1.5O8
2058,Cr0.3V2.7O10
2059,Cr0.6V2.4O10
2060,Cr1.5V1.5O10
2061,Cr0.4V3.6O5
2062,Cr0.8V3.2O5
2063,Cr2.0V2.0O5
2064,Cr0.4V3.6O7
2065,Cr0.8V3.2O7
2066,Cr2.0V2.0O7
2067,Cr0.4V3.6O9
2068,Cr0.8V3.2O9
2069,Cr2.0V2.0O9
2070,Cr0.5V4.5O6
2071,CrV4.0O6
2072,Cr2.5V2.5O6
2073,Cr0.5V4.5O7
2074,CrV4.0O7
2075,Cr2.5V2.5O7
2076,Cr0.5V4.5O8
2077,CrV4.0O8
2078,Cr2.5V2.5O8
2079,Cr0.5V4.5O9
2080,CrV4.0O9
2081,Cr2.5V2.5O9
2082,Cr0.6V5.4O7
2083,Cr1.2V4.8O7
2084,Cr3.0V3.0O7
2085,Cr0.7V6.3O8
2086,Cr1.4V5.6O8
2087,Cr3.5V3.5O8
2088,Cr0.7V6.3O9
2089,Cr1.4V5.6O9
2090,Cr3.5V3.5O9
2091,Cr0.7V6.3O10
2092,Cr1.4V5.6O10
2093,Cr3.5V3.5O10
2094,Cr0.8V7.2O9
2095,Cr1.6V6.4O9
2096,Cr4.0V4.0O9
2097,Cr0.9V8.1O10
2098,Cr1.8V7.2O10
2099,Cr4.5V4.5O10
2100,Mn0.1V0.9O
2101,Mn0.2V0.8O
2102,Mn0.5V0.5O
2103,Mn0.1V0.9O2
2104,Mn0.2V0.8O2
2105,Mn0.5V0.5O2
2106,Mn0.1V0.9O3
2107,Mn0.2V0.8O3
2108,Mn0.5V0.5O3
2109,Mn0.1V0.9O4
2110,Mn0.2V0.8O4
2111,Mn0.5V0.5O4
2112,Mn0.1V0.9O5
2113,Mn0.2V0.8O5
2114,Mn0.5V0.5O5
2115,Mn0.1V0.9O6
2116,Mn0.2V0.8O6
2117,Mn0.5V0.5O6
2118,Mn0.1V0.9O7
2119,Mn0.2V0.8O7
2120,Mn0.5V0.5O7
2121,Mn0.1V0.9O8
2122,Mn0.2V0.8O8
2123,Mn0.5V0.5O8
2124,Mn0.1V0.9O9
2125,Mn0.2V0.8O9
2126,Mn0.5V0.5O9
2127,Mn0.1V0.9O10
2128,Mn0.2V0.8O10
2129,Mn0.5V0.5O10
2130,Mn0.2V1.8O3
2131,Mn0.4V1.6O3
2132,MnVO3
2133,Mn0.2V1.8O5
2134,Mn0.4V1.6O5
2135,MnVO5
2136,Mn0.2V1.8O7
2137,Mn0.4V1.6O7
2138,MnVO7
2139,Mn0.2V1.8O9
2140,Mn0.4V1.6O9
2141,MnVO9
2142,Mn0.3V2.7O4
2143,Mn0.6V2.4O4
2144,Mn1.5V1.5O4
2145,Mn0.3V2.7O5
2146,Mn0.6V2.4O5
2147,Mn1.5V1.5O5
2148,Mn0.3V2.7O7
2149,Mn0.6V2.4O7
2150,Mn1.5V1.5O7
2151,Mn0.3V2.7O8
2152,Mn0.6V2.4O8
2153,Mn1.5V1.5O8
2154,Mn0.3V2.7O10
2155,Mn0.6V2.4O10
2156,Mn1.5V1.5O10
2157,Mn0.4V3.6O5
2158,Mn0.8V3.2O5
2159,Mn2.0V2.0O5
2160,Mn0.4V3.6O7
2161,Mn0.8V3.2O7
2162,Mn2.0V2.0O7
2163,Mn0.4V3.6O9
2164,Mn0.8V3.2O9
2165,Mn2.0V2.0O9
2166,Mn0.5V4.5O6
2167,MnV4.0O6
2168,Mn2.5V2.5O6
2169,Mn0.5V4.5O7
2170,MnV4.0O7
2171,Mn2.5V2.5O7
2172,Mn0.5V4.5O8
2173,MnV4.0O8
2174,Mn2.5V2.5O8
2175,Mn0.5V4.5O9
2176,MnV4.0O9
2177,Mn2.5V2.5O9
2178,Mn0.6V5.4O7
2179,Mn1.2V4.8O7
2180,Mn3.0V3.0O7
2181,Mn0.7V6.3O8
2182,Mn1.4V5.6O8
2183,Mn3.5V3.5O8
2184,Mn0.7V6.3O9
2185,Mn1.4V5.6O9
2186,Mn3.5V3.5O9
2187,Mn0.7V6.3O10
2188,Mn1.4V5.6O10
2189,Mn3.5V3.5O10
2190,Mn0.8V7.2O9
2191,Mn1.6V6.4O9
2192,Mn4.0V4.0O9
2193,Mn0.9V8.1O10
2194,Mn1.8V7.2O10
2195,Mn4.5V4.5O10
2196,Fe0.1V0.9O
2197,Fe0.2V0.8O
2198,Fe0.5V0.5O
2199,Fe0.1V0.9O2
2200,Fe0.2V0.8O2
